,Unnamed: 0,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency
307,2,private,Service center use only,,,2022-08-10,,ELEC,Private,60238.0,2014-02-01,P,E,,Penske Chevrolet of Cerritos,877-772-3022,2023-04-26T17:20:40Z,CAR_DEALER,200-9,33.861596,-118.099976,Cerritos,,,CA,18605 Studebaker Rd,90703.0,US,,,,,,,,,,,,"['J1772', 'NEMA520']",,2.0,2.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,
308,3,public,24 hours daily,,,2023-05-01,,ELEC,Public,99019.0,2015-10-01,,E,,Cerritos Performing Arts Ctr,855-900-7584,2023-05-01T00:51:11Z,,200-9,33.867627,-118.06171,Cerritos,,,CA,12700 Center Court Drive,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['248'], 'posts': ['12017', '12018']}",
309,4,public,,,,2023-04-30,,ELEC,Public,124691.0,2019-06-26,,E,,City Of Cerritos,888-998-2546,2023-04-30T23:59:12Z,,GPS,33.867184,-118.065818,Cerritos,Enter from 183rd St. Chargers located ||on upper level of the parking structure||,,CA,18125 Bloomfield Ave,90703.0,US,,,,,,,,,,,,['J1772'],,,3.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000453999'], 'posts': ['465ba1dd-d734-8158-93cc-330000477545', '465ba1dd-d734-8158-93cc-330000744436', '465ba1dd-d734-8158-93cc-330000747317']}",
310,5,public,24 hours daily,,,2023-05-01,,ELEC,Public,159421.0,2020-06-12,,E,,EOP CERRITOS STATION 1,888-758-4389,2023-05-01T00:17:26Z,,GPS,33.869639,-118.061691,Cerritos,,,CA,17777 center court dr,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL545721'], 'posts': ['22800851', '22800861']}",
311,6,public,24 hours daily; for Tesla use only,,,2022-10-03,,ELEC,Public,166862.0,2020-09-10,P,E,,Los Cerritos Center - Tesla Supercharger,877-798-3752,2022-12-01T17:40:26Z,SHOPPING_MALL,GPS,33.864724,-118.091532,Cerritos,,,CA,239 Los Cerritos Center,90703.0,US,,,,,,,,,,,,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['3921']},
312,7,public,24 hours daily,,,2023-05-01,,ELEC,Public,205064.0,2022-01-20,,E,,NRHYUNDAI STATION 1,888-758-4389,2023-05-01T00:39:09Z,,GPS,33.866238,-118.101503,Cerritos,,,CA,10907 183rd St,90703.0,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12379371'], 'posts': ['21480931']}",
313,8,public,24 hours daily,,,2023-05-01,,ELEC,Public,205065.0,2022-01-20,,E,,NRHYUNDAI STATION 2,888-758-4389,2023-05-01T00:39:09Z,,GPS,33.866238,-118.101534,Cerritos,,,CA,10901 183rd St,90703.0,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12379401'], 'posts': ['21480981']}",
314,9,public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2023-05-01,,ELEC,Public,212336.0,2021-11-17,,E,False,Landmark Square Cerritos,888-264-2208,2023-05-01T01:46:12Z,,GPS,33.8575925,-118.09198,Cerritos,,,CA,11340 South Street,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['e209bf57-3d97-4e21-9069-1acd2ead000a'], 'posts': ['701a7793-8e14-42c6-b0d9-f3ccf7b1e82c', '8087805e-f9d9-43c9-8b53-427b93bd7ad8']}",
315,10,public,24 hours daily,,,2023-05-01,,ELEC,Public,221603.0,2022-06-22,,E,,CERRITOS STATION 3,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.867393,-118.05708,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12809491'], 'posts': ['22078381', '22078391']}",
316,11,public,24 hours daily,,,2023-05-01,2023-02-16,ELEC,TEMPORARILY UNAVAILABLE (Public),221604.0,2022-06-22,,T,,CERRITOS STATION 4,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.86733,-118.056984,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL12809541'], 'posts': ['22078481', '22078491']}",
317,12,public,24 hours daily,,,2023-05-01,,ELEC,Public,221605.0,2022-06-22,,E,,CERRITOS STATION 2,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.867348,-118.05692,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12809771'], 'posts': ['22078781']}",
318,13,public,24 hours daily,,,2023-05-01,,ELEC,Public,221606.0,2022-06-22,,E,,CERRITOS STATION 1,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.867437,-118.056984,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12809791'], 'posts': ['22078811']}",
319,14,public,24 hours daily,,,2023-05-01,,ELEC,Public,221904.0,2022-06-23,,E,,CERRITOS STATION 9,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.86717,-118.057091,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12809501'], 'posts': ['22078401', '22078411']}",
320,15,public,24 hours daily,,,2023-05-01,,ELEC,Public,221905.0,2022-06-23,,E,,CERRITOS STATION 8,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.867268,-118.057198,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12809511'], 'posts': ['22078421', '22078431']}",
321,16,public,24 hours daily,,,2023-05-01,,ELEC,Public,221906.0,2022-06-23,,E,,CERRITOS STATION 7,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.867188,-118.056984,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12809521'], 'posts': ['22078441', '22078451']}",
322,17,public,24 hours daily,,,2023-05-01,,ELEC,Public,221907.0,2022-06-23,,E,,CERRITOS STATION 6,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.867241,-118.056952,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12809531'], 'posts': ['22078461', '22078471']}",
323,18,public,24 hours daily,,,2023-05-01,,ELEC,Public,221908.0,2022-06-23,,E,,CERRITOS STATION 5,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.867286,-118.05707,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12809651'], 'posts': ['22078641', '22078651']}",
324,19,public,24 hours daily,,,2023-05-01,,ELEC,Public,221909.0,2022-06-23,,E,,CERRITOS STATION 10,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.867509,-118.057295,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12809751'], 'posts': ['22078761', '22078771']}",
325,20,public,24 hours daily,,,2023-05-01,,ELEC,Public,221981.0,2022-06-25,,E,,CERRITOS STATION 11,888-758-4389,2023-05-01T00:41:46Z,,GPS,33.867188,-118.056844,Cerritos,,,CA,12900 Park Plaza Dr,90703.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12809551'], 'posts': ['22078501', '22078511']}",
326,21,public,Dealership business hours,,,2022-08-10,2022-12-15,ELEC,TEMPORARILY UNAVAILABLE (Public),223597.0,2021-01-01,P,T,True,Penske Chevrolet of Cerritos,877-772-3022,2023-04-26T17:20:40Z,CAR_DEALER,200-9,33.861596,-118.099976,Cerritos,,,CA,18605 Studebaker Rd,90703.0,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,
327,22,public,24 hours daily,,,2023-04-30,,ELEC,Public,228287.0,2014-06-04,,E,,Los Cerritos Center,877-455-3833,2023-04-30T23:56:10Z,,GPS,33.863097,-118.096201,Cerritos,,,CA,200 Los Cerritos Mall,90703.0,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",2.0,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['374'], 'posts': ['26', '315']}",
328,0,public,Mon 7:30am - 5:30pm; Tue 7:30am - 5:30pm; Wed 7:30am - 5:30pm; Thu 7:30am - 5:30pm; Fri 8:00am - 5:00pm; Sat 10:00am - 1:00pm,,,2023-05-01,,ELEC,Public,205630.0,2022-01-30,,E,,CITY OF LOMITA STATION 1,888-758-4389,2023-05-01T00:39:42Z,,GPS,33.804686,-118.318879,Lomita,,,CA,24300 Narbonne Ave,90717.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12442841'], 'posts': ['21570681', '21570691']}",
329,1,public,Mon 7:30am - 5:30pm; Tue 7:30am - 5:30pm; Wed 7:30am - 5:30pm; Thu 7:30am - 5:30pm; Fri 8:00am - 5:00pm,,,2023-05-01,,ELEC,Public,205631.0,2022-01-30,,E,,CITY OF LOMITA STATION 2,888-758-4389,2023-05-01T00:39:42Z,,GPS,33.804636,-118.318886,Lomita,,,CA,24300 Narbonne Ave,90717.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL12442851'], 'posts': ['21570701', '21570711']}",
330,2,public,24 hours daily,,,2022-08-10,,ELEC,Public,205641.0,2021-12-10,LG,E,False,Los Angeles County Sheriff- Lomita,,2023-02-14T15:54:11Z,MUNI_GOV,GPS,33.785919,-118.3211,Lomita,,,CA,26123 Narbonne Ave,90717.0,US,,,,,,,,,,,,['J1772'],,,4.0,POWERFLEX,https://www.powerflex.com,,$0.45 per kWh from 4pm-9pm; $0.30 per kWh at all other times,,,,,,,,,,,,,,,,,,,,,,Public,,,
331,3,public,24 hours daily,,,2023-05-01,,ELEC,Public,221010.0,2022-06-09,,E,,1422 W Lomita Blvd,888-356-8911,2023-05-01T01:19:53Z,,GPS,33.79770011,-118.3020608,Los Angeles,,,CA,1422 W Lomita Blvd,90717.0,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10445']},
332,0,public,,,,2022-10-06,,ELEC,Public,113088.0,2015-08-10,P,E,,The Westin Bonaventure Hotel & Suites - Tesla Destination,213-624-1000  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.052495,-118.255408,Los Angeles,,,CA,404 S Figueroa St,90071.0,US,,,,,,,,,,,,['TESLA'],,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['513225']},
333,1,public,,,,2022-10-06,,ELEC,Public,113091.0,2016-12-02,P,E,,"The Standard, Downtown LA - Tesla Destination",213-892-8080  877-798-3752,2023-01-18T15:15:20Z,HOTEL,200-9,34.050184,-118.257063,Los Angeles,,,CA,550 S Flower St,90071.0,US,,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['503404']},
334,2,public,24 hours daily,,,2023-05-01,,ELEC,Public,158791.0,2020-06-12,,E,,BROOKFIELD WEST 333 S HOPE EV3,888-758-4389,2023-05-01T00:24:40Z,,GPS,34.052952,-118.253931,Los Angeles,,,CA,333 S. Hope St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1978481'], 'posts': ['2341901']}",
335,3,public,24 hours daily,,,2023-05-01,,ELEC,Public,158984.0,2020-06-12,,E,,BROOKFIELD WEST 601 S FIG 9-10,888-758-4389,2023-05-01T00:22:31Z,,GPS,34.050967,-118.259147,Los Angeles,,,CA,601 S Figueroa St,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1835631'], 'posts': ['2156771', '2156781']}",
336,4,public,24 hours daily,,,2023-05-01,,ELEC,Public,159111.0,2020-06-12,,E,,CITYNATNL PLAZA J2 #3,888-758-4389,2023-05-01T00:21:08Z,,GPS,34.052402,-118.254273,Los Angeles,,,CA,401 S Hope St,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1695161'], 'posts': ['1987701', '1987711']}",
337,5,public,24 hours daily,,,2023-05-01,,ELEC,Public,159112.0,2020-06-12,,E,,CITYNATNL PLAZA ALVL #2,888-758-4389,2023-05-01T00:21:07Z,,GPS,34.05114,-118.256314,Los Angeles,,,CA,520 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1694221'], 'posts': ['1986331', '1986341']}",
338,6,public,24 hours daily,,,2023-05-01,,ELEC,Public,159180.0,2020-06-12,,E,,CITYNATNL PLAZA CLVL #9,888-758-4389,2023-05-01T00:20:11Z,,GPS,34.051216,-118.256731,Los Angeles,,,CA,515 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL777361'], 'posts': ['2445371', '2445381']}",
339,7,public,24 hours daily,,,2023-05-01,,ELEC,Public,159431.0,2020-06-12,,E,,JOHN HANCOCK 515 FIGUEROA 1,888-758-4389,2023-05-01T00:17:05Z,,GPS,34.052255,-118.258012,Los Angeles,,,CA,515 S Figueroa St,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL505321'], 'posts': ['9286111', '9286121']}",
340,8,public,24 hours daily,,,2023-05-01,,ELEC,Public,159675.0,2020-06-12,,E,,CITYNATNL PLAZA J2 #4,888-758-4389,2023-05-01T00:10:53Z,,GPS,34.052194,-118.254763,Los Angeles,,,CA,400 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL153761'], 'posts': ['205431']}",
341,9,public,24 hours daily,,,2023-05-01,,ELEC,Public,160293.0,2020-06-12,,E,,CITYNATNL PLAZA J2 #11,888-758-4389,2023-05-01T00:10:53Z,,GPS,34.051401,-118.25694,Los Angeles,,,CA,515 Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL153763'], 'posts': ['205433']}",
342,10,public,24 hours daily,,,2023-05-01,,ELEC,Public,160364.0,2020-06-12,,E,,BROOKFIELD WEST WFC 355 P4 01,888-758-4389,2023-05-01T00:10:29Z,,GPS,34.052515,-118.252926,Los Angeles,,,CA,355 S. Grand Ave,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL150037'], 'posts': ['199813', '199815']}",
343,11,public,24 hours daily,,,2023-05-01,,ELEC,Public,160377.0,2020-06-12,,E,,BROOKFIELD WEST WFC 333 P4 01,888-758-4389,2023-05-01T00:10:24Z,,GPS,34.053225,-118.252241,Los Angeles,,,CA,333 S Grand Ave,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL148955'], 'posts': ['2537961', '2537971']}",
344,12,public,24 hours daily,,,2023-05-01,,ELEC,Public,160401.0,2020-06-12,,E,,KPMG KPMG 4,888-758-4389,2023-05-01T00:10:17Z,,GPS,34.049722,-118.25565,Los Angeles,,,CA,550 S Hope St,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL145249'], 'posts': ['193641', '193643']}",
345,13,public,24 hours daily,,,2023-05-01,,ELEC,Public,160734.0,2020-06-12,,E,,BROOKFIELD WEST WFC 333 P3 01,888-758-4389,2023-05-01T00:08:07Z,,GPS,34.053243,-118.252277,Los Angeles,,,CA,330 S Grand Ave,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL119345'], 'posts': ['21579291', '21579301']}",
346,14,public,24 hours daily,,,2023-05-01,,ELEC,Public,160744.0,2020-06-12,,E,,CIM DC FAST CHARGER,888-758-4389,2023-05-01T00:08:06Z,,GPS,34.051254,-118.251362,Los Angeles,,,CA,350 S Grand Ave,90071.0,US,,,,,,,,,,,,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL119063'], 'posts': ['177257']}",
347,15,public,24 hours daily,,,2023-05-01,,ELEC,Public,161214.0,2020-06-12,,E,,US BANK TOWER STATION 1,888-758-4389,2023-05-01T00:05:00Z,,GPS,34.050739,-118.254738,Los Angeles,,,CA,633 W 5th St,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL90935'], 'posts': ['100339', '100341']}",
348,16,public,,,,2022-10-06,,ELEC,Public,168899.0,2018-02-20,P,E,,Jonathan Club - Tesla Destination,  877-798-3752,2023-01-18T15:15:20Z,,200-9,34.051539,-118.258508,Los Angeles,,,CA,545 S Figueroa St,90071.0,US,,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,{'station': ['508960']},
349,17,public,24 hours daily,,,2023-05-01,,ELEC,Public,176744.0,2021-01-27,,E,,CITYNATNL PLAZA CLVL #13,888-758-4389,2023-05-01T00:10:53Z,,GPS,34.051599,-118.257021,Los Angeles,,,CA,515 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL153759'], 'posts': ['205429']}",
350,18,public,24 hours daily,,,2023-05-01,,ELEC,Public,176745.0,2021-01-27,,E,,CITYNATNL PLAZA CLVL #14,888-758-4389,2023-05-01T00:10:17Z,,GPS,34.051589,-118.257008,Los Angeles,,,CA,515 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL145281'], 'posts': ['193715', '193717']}",
351,19,public,24 hours daily,,,2023-05-01,,ELEC,Public,176746.0,2021-01-27,,E,,CITYNATNL PLAZA CLVL #12,888-758-4389,2023-05-01T00:09:34Z,,GPS,34.05158,-118.256993,Los Angeles,,,CA,515 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL130325'], 'posts': ['21984371']}",
352,20,public,24 hours daily,,,2023-05-01,,ELEC,Public,176747.0,2021-01-27,,E,,CITYNATNL PLAZA ALVL #1,888-758-4389,2023-05-01T00:15:32Z,,GPS,34.051355,-118.257042,Los Angeles,,,CA,515 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL315501'], 'posts': ['424051']}",
353,21,public,24 hours daily,,,2023-05-01,,ELEC,Public,177308.0,2021-01-27,,E,,JOHN HANCOCK 515 FIGUEROA 3,888-758-4389,2023-05-01T00:17:14Z,,GPS,34.052197,-118.25795,Los Angeles,,,CA,515 S Figueroa St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL526441'], 'posts': ['717221']}",
354,22,public,24 hours daily,,,2023-05-01,,ELEC,Public,177309.0,2021-01-27,,E,,JOHN HANCOCK 515 FIGUEROA 4,888-758-4389,2023-05-01T00:17:14Z,,GPS,34.052119,-118.258053,Los Angeles,,,CA,515 S Figueroa St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL526191'], 'posts': ['21168981']}",
355,23,public,24 hours daily,,,2023-05-01,,ELEC,Public,177782.0,2021-01-27,,E,,CITYNATNL PLAZA J2 #5,888-758-4389,2023-05-01T00:09:34Z,,GPS,34.052172,-118.254742,Los Angeles,,,CA,400 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL130321'], 'posts': ['171505']}",
356,24,public,24 hours daily,,,2023-05-01,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),177783.0,2021-01-27,,T,,CITYNATNL PLAZA J2 #8,888-758-4389,2023-05-01T00:04:47Z,,GPS,34.052151,-118.254654,Los Angeles,,,CA,400 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL9118'], 'posts': ['205633']}",
357,25,public,24 hours daily,,,2023-05-01,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),177784.0,2021-01-27,,T,,CITYNATNL PLAZA J2 #6,888-758-4389,2023-05-01T00:04:47Z,,GPS,34.052151,-118.254738,Los Angeles,,,CA,400 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL8592'], 'posts': ['916']}",
358,26,public,24 hours daily,,,2023-05-01,2022-09-09,ELEC,TEMPORARILY UNAVAILABLE (Public),177785.0,2021-01-27,,T,,CITYNATNL PLAZA J2 #7,888-758-4389,2023-05-01T00:04:47Z,,GPS,34.052135,-118.254707,Los Angeles,,,CA,400 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,"{'station': ['USCPIL8586'], 'posts': ['915']}",
359,27,public,24 hours daily,,,2023-05-01,,ELEC,Public,177786.0,2021-01-27,,E,,CITYNATNL PLAZA CLVL #10,888-758-4389,2023-05-01T00:15:32Z,,GPS,34.052169,-118.254738,Los Angeles,,,CA,400 S Flower St,90071.0,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL315411'], 'posts': ['21984201']}",
360,28,public,24 hours daily,,,2023-05-01,,ELEC,Public,178585.0,2021-01-27,,E,,BROOKFIELD WEST 333 S HOPE EV9,888-758-4389,2023-05-01T00:05:26Z,,GPS,34.053897,-118.253235,Los Angeles,,,CA,333 S Hope St,90071.0,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL95715'], 'posts': ['2433921', '2433931']}",
